SENTTOT,SENTTOT0,CITIZEN,CITWHERE,CRIMHIST,DISTRICT,DOBMON,EDUCATN,ENCRYPT2,HISPORIG,INOUT,NEWRACE,OFFTYPSB,SENTIMP,SENTMON,DOBYR,SENTYR
24,24,3,49,1,84,6,1,0,2,,3,27,1,10,1981,2016
1.39,1.39,3,49,1,84,11,6,0,2,0,3,27,1,10,1981,2016
4.1,4.1,3,49,1,84,9,37,0,2,0,3,10,1,10,1988,2016
48,48,2,49,1,40,5,9,0,2,,3,35,1,10,1988,2016
12.03,12.03,3,49,1,84,6,6,0,2,,3,27,1,10,1974,2016
1.72,1.72,3,49,1,84,10,9,0,2,0,3,27,1,10,1990,2016
4.34,4.34,3,49,1,70,1,1,0,2,0,3,27,1,10,1988,2016
0.76,0.76,3,37,1,84,1,6,0,0,0,1,27,1,10,1988,2016
7.66,7.66,3,40,1,20,10,4,0,2,0,3,27,1,10,1977,2016
24,24,3,49,1,54,12,21,0,2,,3,27,1,10,1985,2016
21,21,1,211,1,40,5,32,0,2,,3,30,1,10,1971,2016
1,1,3,49,1,84,7,9,0,2,0,3,27,1,10,1989,2016
84,84,1,211,1,23,12,12,0,1,,1,10,1,10,1992,2016
4.95,4.95,3,49,1,84,3,12,0,2,,3,27,1,10,1977,2016
8,8,3,49,1,84,6,6,0,2,,3,27,1,10,1975,2016
27,27,1,211,1,76,2,11,0,1,,1,10,1,10,1980,2016
1.79,1.79,3,49,1,84,7,9,0,2,0,3,27,1,10,1971,2016
108,108,1,211,1,23,10,10,0,1,,2,10,1,10,1959,2016
0.76,0.76,3,49,1,84,8,6,0,2,0,3,27,1,10,1984,2016
5,5,1,211,0,41,9,12,0,2,,3,25,2,10,1957,2016
360,360,1,211,0,13,4,24,0,1,,1,10,1,10,1965,2016
120,120,1,211,1,42,11,21,0,2,,3,10,1,10,1977,2016
121,121,1,211,1,14,3,21,0,1,,1,6,1,10,1974,2016
41,41,1,211,1,89,11,12,0,1,,1,10,1,10,1988,2016
15,15,1,211,1,41,10,9,0,2,,3,10,1,10,1987,2016
,0,1,211,1,68,2,21,0,1,,1,10,2,10,1977,2016
16,16,1,211,1,57,1,12,0,1,,1,17,1,10,1958,2016
4.95,4.95,1,211,1,68,4,10,0,1,0,6,17,1,10,1995,2016
46,46,1,211,1,15,5,21,0,1,,2,10,1,10,1981,2016
,0,1,211,1,55,4,34,0,1,1,1,11,4,10,1962,2016
16,16,4,20,1,31,12,22,0,2,,3,18,1,10,1978,2016
1.35,1.35,3,49,1,84,5,6,0,2,0,3,27,1,10,1993,2016
24,24,1,211,1,41,1,21,0,1,,2,13,1,10,1976,2016
138,138,1,211,1,23,8,21,0,1,,1,10,1,10,1979,2016
15,15,1,211,0,45,9,24,0,1,,2,21,1,10,1949,2016
63,63,1,211,1,42,3,12,0,2,,3,10,1,10,1994,2016
37,37,1,211,1,41,11,12,0,2,,3,27,1,10,1986,2016
,0,1,211,1,15,7,12,0,1,,1,10,4,10,1994,2016
30,30,1,211,1,89,5,9,0,1,,1,10,1,10,1989,2016
46,46,1,211,1,41,10,12,0,2,,3,27,1,10,1986,2016
70,70,1,211,1,42,2,8,0,2,,3,10,1,10,1980,2016
37,37,1,211,1,20,7,21,0,1,,1,13,1,10,1976,2016
15,15,3,49,1,84,10,7,0,2,,3,10,1,10,1978,2016
59.62,59.62,1,211,1,80,4,34,0,1,,1,10,1,10,1966,2016
11,11,3,20,1,31,9,16,0,2,,3,19,1,10,1970,2016
70,70,1,211,1,42,2,12,0,1,,1,10,1,10,1991,2016
18,18,3,30,1,41,3,34,0,2,,3,27,1,10,1978,2016
12.03,12.03,3,37,1,83,4,3,0,2,,3,27,1,10,1977,2016
8,8,3,49,1,46,1,12,0,2,,3,27,1,10,1977,2016
20,20,3,49,1,41,12,11,0,2,,3,27,1,10,1974,2016
96,96,1,211,1,35,5,10,0,1,,1,10,1,10,1971,2016
135,135,1,211,1,47,8,12,0,2,,3,13,1,10,1992,2016
0.16,0.16,1,211,1,51,9,,0,1,0,1,29,1,10,1973,2016
,0,1,211,1,66,1,34,0,1,,2,10,3,10,1978,2016
54,54,1,211,1,46,7,12,0,1,,1,10,1,10,1990,2016
30,30,1,211,1,48,10,11,0,2,,3,10,1,10,1992,2016
55,55,3,31,1,43,8,9,0,2,,3,10,1,10,1993,2016
12.03,12.03,3,49,1,76,12,37,0,2,0,3,27,1,10,1972,2016
18,18,1,211,1,87,2,9,0,0,,1,17,1,10,1984,2016
6,6,1,211,0,73,6,24,0,1,,1,22,2,10,1948,2016
,0,1,211,1,12,3,12,0,2,,3,30,3,10,1951,2016
27,27,1,211,1,83,10,9,0,2,,3,13,1,10,1991,2016
,0,1,211,1,15,8,12,0,1,,2,10,2,10,1994,2016
360,360,1,211,1,62,5,21,0,1,,1,10,1,10,1979,2016
,0,2,59,0,31,10,24,0,2,1,3,27,3,10,1963,2016
0.03,0.03,3,49,1,29,6,10,0,2,,3,10,1,10,1974,2016
12.03,12.03,1,211,1,29,8,9,0,1,,2,10,1,10,1981,2016
8,8,3,37,1,85,2,8,0,2,0,3,27,1,10,1984,2016
18,18,3,49,1,82,4,9,0,2,,3,10,1,10,1986,2016
10,10,3,49,1,41,2,12,0,2,,3,27,1,10,1981,2016
57,57,1,211,1,62,9,34,0,1,,1,10,1,10,1962,2016
3.82,3.82,3,49,1,42,2,,0,2,0,3,27,1,10,1989,2016
10,10,3,49,1,41,8,6,0,2,,3,27,1,10,1984,2016
108,108,1,211,1,70,1,34,0,1,,1,6,1,10,1977,2016
84,84,1,211,1,13,9,9,0,1,,1,10,1,10,1966,2016
5.09,5.09,3,49,1,41,3,8,0,2,0,3,27,1,10,1972,2016
24,24,3,49,1,41,4,9,0,2,,3,13,1,10,1978,2016
15,15,3,49,1,41,1,32,0,2,,3,27,1,10,1985,2016
42,42,3,49,1,80,2,9,0,2,,3,10,1,10,1975,2016
,0,3,49,1,41,12,,0,2,0,3,27,1,10,1988,2016
,0,1,211,1,95,5,34,0,1,1,1,18,3,10,1975,2016
11,11,3,32,1,41,10,6,0,2,,3,27,1,10,1967,2016
,0,1,211,1,69,11,11,0,1,1,6,35,4,10,1993,2016
55,55,1,211,1,73,3,33,0,1,,2,18,1,10,1968,2016
21,21,3,49,1,41,2,0,0,2,,3,27,1,10,1984,2016
5.55,5.55,3,37,1,41,6,4,0,2,0,3,27,1,10,1977,2016
18,18,2,25,0,73,6,24,0,1,,1,18,2,10,1954,2016
70,70,1,211,1,75,4,32,0,1,,1,6,1,10,1957,2016
12,12,3,40,1,39,11,1,0,2,0,3,27,1,10,1981,2016
72.03,72.03,1,211,1,73,3,11,0,2,,3,13,1,10,1965,2016
18,18,1,211,1,13,2,12,0,1,,2,18,1,10,1981,2016
11,11,3,49,1,41,3,7,0,2,,3,27,1,10,1976,2016
30,30,3,49,1,41,1,9,0,2,,3,27,1,10,1973,2016
10,10,3,49,1,41,7,9,0,2,,3,27,1,10,1994,2016
,0,1,211,0,13,9,12,0,1,,2,10,1,10,1964,2016
12.03,12.03,1,211,1,67,6,21,0,1,,6,5,1,10,1983,2016
1.76,1.76,3,49,1,84,2,8,0,2,0,3,27,1,10,1990,2016
14,14,3,49,1,39,11,9,0,2,,3,27,1,10,1968,2016
27,27,2,20,0,41,6,12,0,2,,3,27,1,10,1982,2016
2.07,2.07,3,49,1,84,8,9,0,2,0,3,27,1,10,1987,2016
0.46,0.46,1,211,0,66,6,34,0,0,0,6,26,1,10,1992,2016
4.3,4.3,3,49,1,48,3,6,0,2,0,3,27,1,10,1976,2016
1.18,1.18,3,49,1,84,2,3,0,2,0,3,27,1,10,1984,2016
3.19,3.19,3,49,1,84,11,6,0,2,,3,27,1,10,1973,2016
120,120,1,211,1,49,9,21,0,1,,1,10,1,10,1989,2016
5.26,5.26,3,49,1,42,1,,0,2,0,3,27,1,10,1966,2016
2.73,2.73,3,49,0,84,7,6,0,2,,3,10,1,10,1994,2016
1.18,1.18,3,49,1,84,5,6,0,2,0,3,27,1,10,1986,2016
1.39,1.39,3,49,1,84,12,9,0,2,0,3,27,1,10,1985,2016
30,30,3,49,1,84,9,7,0,2,,3,10,1,10,1990,2016
,0,1,211,1,55,4,22,0,1,1,1,17,3,10,1955,2016
8,8,3,49,1,84,9,3,0,2,,3,27,1,10,1977,2016
12,12,3,32,1,41,12,5,0,2,,3,27,1,10,1972,2016
,0,1,211,1,77,7,34,0,1,1,1,19,4,10,1969,2016
63,63,1,211,1,55,9,10,0,1,,1,13,1,10,1975,2016
15,15,3,49,1,41,3,8,0,2,,3,27,1,10,1988,2016
33,33,1,211,1,77,3,32,0,1,,1,13,1,10,1990,2016
,0,1,211,0,15,2,12,0,2,,3,10,1,10,1983,2016
2.72,2.72,3,49,0,84,8,7,0,2,,3,10,1,10,1994,2016
6,6,1,211,1,20,11,10,0,1,0,1,18,1,10,1957,2016
63,63,1,211,1,84,11,21,0,1,,1,13,2,10,1976,2016
144,144,1,211,1,73,6,34,0,1,,2,13,1,10,1984,2016
12.03,12.03,3,49,1,84,12,6,0,2,,3,27,1,10,1953,2016
18,18,1,211,1,15,3,21,0,1,,2,10,1,10,1958,2016
12.03,12.03,3,49,1,41,3,8,0,2,,3,27,1,10,1992,2016
13,13,3,49,0,41,7,9,0,2,,3,27,1,10,1980,2016
,0,1,211,1,47,7,11,0,1,,2,10,4,10,1992,2016
1.49,1.49,3,32,1,84,7,7,0,2,0,3,27,1,10,1995,2016
6,6,3,49,1,84,9,9,0,2,,3,27,1,10,1991,2016
20,20,3,49,1,41,4,9,0,2,,3,27,1,10,1989,2016
15,15,3,40,1,84,6,31,0,2,,3,5,1,10,1989,2016
21,21,3,32,1,41,10,31,0,2,,3,27,1,10,1982,2016
12.03,12.03,1,211,1,55,10,21,0,1,,2,18,1,10,1976,2016
4.46,4.46,3,49,1,70,4,11,0,2,0,3,27,1,10,1978,2016
,0,1,211,1,70,10,34,0,2,1,3,17,4,10,1970,2016
12.03,12.03,1,211,1,22,8,34,0,1,,2,13,1,10,1992,2016
3.46,3.46,3,49,1,84,2,0,0,2,0,3,10,1,10,1995,2016
9,9,1,211,1,29,7,21,0,1,,2,10,1,10,1981,2016
30,30,1,211,1,16,8,12,0,1,,2,13,1,10,1987,2016
240,240,1,211,1,39,11,21,0,1,,1,10,1,10,1984,2016
,0,3,37,1,22,6,,0,2,0,3,27,1,10,1983,2016
2040,2040,1,211,1,51,7,21,0,1,,2,28,1,10,1979,2016
3,3,3,32,1,42,10,,0,2,0,3,27,1,10,1990,2016
60,60,1,211,1,24,3,12,0,1,,1,13,1,10,1993,2016
72,72,1,211,1,67,2,12,0,2,,3,10,1,10,1989,2016
15,15,3,49,1,67,10,32,0,2,,3,13,1,10,1992,2016
4.96,4.96,3,49,1,42,11,9,0,2,0,3,27,1,10,1968,2016
41,41,1,211,1,45,2,21,0,1,,2,13,1,10,1980,2016
64,64,1,211,1,82,5,11,0,2,,3,13,1,10,1979,2016
42,42,3,40,1,16,8,12,0,2,,3,13,1,10,1988,2016
,0,1,211,1,9,9,12,0,1,,1,10,3,10,1988,2016
144,144,1,211,1,16,9,23,0,1,,2,13,1,10,1980,2016
12.03,12.03,3,25,0,73,7,8,0,1,,2,18,1,10,1972,2016
57,57,1,211,1,19,11,10,0,1,,1,10,1,10,1982,2016
24,24,1,211,1,31,3,12,0,1,,2,10,1,10,1975,2016
,0,1,211,1,25,12,12,0,1,,2,18,3,10,1989,2016
0.16,0.16,3,49,1,79,10,,0,2,0,3,27,1,10,1983,2016
,0,1,211,1,34,10,,0,0,1,,35,4,10,1996,2016
7,7,3,32,1,41,6,8,0,2,,3,27,1,10,1968,2016
,0,1,211,1,41,7,21,0,2,1,3,13,3,10,1983,2016
6,6,2,83,0,30,2,12,0,1,,1,20,1,10,1971,2016
30,30,2,49,0,74,3,34,0,2,,3,10,1,10,1987,2016
6,6,1,211,1,41,8,12,0,1,,1,13,2,10,1994,2016
10,10,3,49,1,42,10,32,0,2,,3,27,1,10,1985,2016
36,36,1,211,1,65,11,11,0,1,,2,13,1,10,1976,2016
120,120,2,41,0,30,4,24,0,1,,6,4,1,10,1984,2016
8,8,3,37,1,30,6,4,0,2,0,3,27,1,10,1985,2016
6,6,1,211,1,41,7,3,0,2,,3,27,1,10,1985,2016
8,8,1,211,1,69,3,21,0,1,,6,29,1,10,1993,2016
36,36,1,211,1,53,1,34,0,1,,1,10,1,10,1971,2016
18,18,1,211,1,17,2,6,0,1,,2,13,1,10,1982,2016
15,15,1,211,1,41,9,32,0,2,,3,27,1,10,1985,2016
188,188,1,211,1,71,3,34,0,1,,2,6,1,10,1966,2016
30,30,1,211,1,73,1,23,0,1,,2,18,1,10,1971,2016
,0,1,211,1,13,5,12,0,1,1,1,13,4,10,1987,2016
7.52,7.52,3,49,1,19,12,0,0,2,,3,27,1,10,1953,2016
,0,1,211,1,17,11,12,0,1,,1,35,3,10,1955,2016
71,71,3,40,1,17,9,12,0,2,,3,27,1,10,1962,2016
17,17,3,49,1,70,7,9,0,2,,3,27,1,10,1993,2016
470,470,1,211,1,49,8,21,0,1,,1,3,1,10,1973,2016
6.13,6.13,3,49,1,56,7,37,0,2,0,3,27,1,10,1993,2016
46,46,1,211,1,73,12,9,0,2,,3,10,1,10,1978,2016
5,5,2,49,1,42,9,9,0,2,,3,35,1,10,1969,2016
144,144,1,211,1,22,1,21,0,1,,2,10,1,10,1987,2016
72,72,1,211,1,17,2,21,0,1,,2,13,1,10,1977,2016
9.1,9.1,3,49,1,70,3,9,0,2,0,3,27,1,10,1988,2016
4,4,1,211,1,41,4,9,0,2,0,3,27,2,10,1979,2016
30,30,1,211,1,25,7,21,0,1,,2,13,1,10,1979,2016
30,30,1,211,1,66,7,23,0,1,,1,13,1,10,1964,2016
8,8,3,49,1,41,4,6,0,2,,3,27,1,10,1978,2016
324,324,1,211,1,16,1,9,0,1,,2,13,1,10,1992,2016
51,51,1,211,1,20,4,9,0,1,,2,13,1,10,1965,2016
8,8,2,49,0,84,7,3,0,2,,3,13,1,10,1963,2016
,0,1,211,0,41,6,34,0,2,1,3,27,4,10,1978,2016
,0,1,211,1,9,2,24,0,1,1,2,17,4,10,1979,2016
,0,1,211,0,83,4,21,0,1,,1,18,1,10,1958,2016
18,18,3,49,1,41,5,6,0,2,,3,27,1,10,1981,2016
37,37,3,49,1,60,12,9,0,2,,3,10,1,10,1971,2016
,0,1,211,1,72,11,21,0,1,,1,23,3,10,1983,2016
,0,3,49,1,42,3,,0,2,1,3,27,4,10,1981,2016
0.26,0.26,1,211,1,25,11,34,0,1,0,1,29,2,10,1985,2016
87,87,1,211,1,9,6,12,0,1,,2,10,1,10,1979,2016
190,190,1,211,1,66,5,11,0,0,,1,13,1,10,1986,2016
60,60,1,211,1,69,2,37,0,1,,6,5,2,10,1989,2016
,0,1,211,1,41,9,32,0,2,,3,35,4,10,1981,2016
144,144,1,211,1,66,10,21,0,0,,1,10,1,10,1982,2016
33,33,3,49,1,41,10,0,0,2,,3,27,1,10,1982,2016
3.85,3.85,3,32,1,41,11,,0,2,0,3,27,1,10,1991,2016
27,27,3,40,1,26,1,34,0,2,,3,13,1,10,1985,2016
10,10,3,49,0,41,11,9,0,2,,3,27,1,10,1988,2016
180,180,1,211,1,69,8,34,0,1,,6,4,1,10,1995,2016
71,71,1,211,1,69,10,32,0,2,,3,10,1,10,1984,2016
,0,1,211,1,71,5,12,0,2,1,3,18,4,10,1970,2016
188,188,1,211,1,19,10,12,0,1,,1,10,1,10,1974,2016
72,72,2,49,1,66,3,34,0,2,,3,10,1,10,1987,2016
67,67,1,211,1,19,8,34,0,1,,1,10,1,10,1986,2016
63,63,1,211,1,19,7,23,0,1,,1,10,1,10,1986,2016
210,210,3,49,1,26,2,12,0,2,,3,10,1,10,1977,2016
24,24,3,49,1,70,1,6,0,2,,3,27,1,10,1989,2016
16,16,3,49,1,41,5,10,0,2,,3,27,1,10,1987,2016
12,12,3,40,1,35,1,6,0,2,0,3,27,1,10,1986,2016
87,87,1,211,1,19,10,8,0,1,,1,10,1,10,1991,2016
70,70,1,211,1,26,7,21,0,1,,1,13,1,10,1979,2016
0.16,0.16,3,25,0,81,10,34,0,1,,6,10,1,10,1986,2016
105,105,1,211,1,66,4,21,0,1,,1,10,1,10,1970,2016
0.85,0.85,3,49,1,84,9,37,0,2,0,3,27,1,10,1972,2016
57,57,1,211,1,19,4,12,0,1,,1,10,1,10,1974,2016
2.13,2.13,3,49,1,84,11,5,0,2,0,3,27,1,10,1994,2016
4.49,4.49,3,49,1,70,6,8,0,2,0,3,27,1,10,1978,2016
2.79,2.79,3,37,1,84,4,2,0,2,0,3,27,1,10,1972,2016
,0,1,211,,34,2,,0,0,1,,12,4,10,1997,2016
135,135,1,211,1,66,9,12,0,0,,1,10,1,10,1979,2016
,0,1,211,1,35,6,34,0,1,1,1,35,4,10,1945,2016
85,85,1,211,0,5,9,21,0,2,,3,10,1,10,1976,2016
6,6,3,49,1,70,3,6,0,2,,3,27,1,10,1983,2016
16,16,3,49,1,41,12,0,0,2,,3,27,1,10,1995,2016
10,10,3,49,1,67,1,9,0,2,0,3,18,1,10,1977,2016
180,180,1,211,1,67,3,33,0,1,,1,10,1,10,1965,2016
135,135,1,211,1,66,12,34,0,0,,1,10,1,10,1985,2016
27,27,3,49,1,41,10,9,0,2,,3,27,1,10,1981,2016
51,51,1,211,1,30,4,21,0,1,,2,18,1,10,1964,2016
18,18,1,211,1,89,9,21,0,1,,1,20,1,10,1992,2016
36,36,1,211,1,66,11,21,0,0,,1,10,1,10,1955,2016
48,48,1,211,1,34,9,22,0,0,,2,13,1,10,1978,2016
60,60,1,211,1,79,11,11,0,2,,3,10,1,10,1994,2016
33,33,1,211,0,30,3,34,0,1,,1,19,1,10,1968,2016
33,33,1,211,1,79,9,12,0,0,,2,18,1,10,1979,2016
26,26,1,211,1,52,9,12,0,0,,1,18,1,10,1967,2016
24,24,1,211,0,74,10,12,0,2,,3,10,1,10,1996,2016
,0,1,211,1,22,8,23,0,2,1,3,35,4,10,1974,2016
57,57,3,49,1,79,7,12,0,2,,3,10,1,10,1993,2016
30,30,1,211,1,64,4,32,0,2,,3,10,1,10,1993,2016
200,200,1,211,1,9,8,23,0,1,,1,10,1,10,1976,2016
20,20,1,211,1,38,10,21,0,1,,1,18,1,10,1987,2016
12.03,12.03,1,211,0,41,7,34,0,1,,2,18,1,10,1955,2016
19,19,1,211,1,38,12,23,0,1,,2,10,1,10,1986,2016
6,6,3,49,0,70,2,7,0,2,0,3,10,1,10,1997,2016
42,42,1,211,1,34,10,34,0,1,,2,13,1,10,1995,2016
10,10,1,211,0,41,3,10,0,2,,3,27,1,10,1995,2016
24,24,1,211,1,77,10,34,0,1,,6,17,1,10,1962,2016
37,37,1,211,1,40,6,16,0,1,,1,30,1,10,1983,2016
30,30,1,211,1,17,3,21,0,1,,2,13,1,10,1982,2016
188,188,3,49,0,42,7,32,0,2,,3,10,1,10,1993,2016
120,120,1,211,1,77,7,21,0,1,,1,10,1,10,1970,2016
18,18,3,49,1,74,12,21,0,2,,3,27,1,10,1959,2016
12.03,12.03,3,30,1,1,5,21,0,2,,3,27,1,10,1989,2016
,0,1,211,0,1,12,16,0,1,,1,18,3,10,1987,2016
24,24,3,49,1,41,11,9,0,2,,3,13,1,10,1972,2016
,0,1,211,1,34,1,9,0,1,1,2,10,4,10,1989,2016
46,46,3,32,1,42,10,3,0,2,,3,27,1,10,1969,2016
96,96,1,211,1,17,11,21,0,1,,2,10,1,10,1980,2016
,0,3,49,1,42,6,,0,2,1,3,27,4,10,1987,2016
30,30,1,211,1,56,5,16,0,1,,1,18,1,10,1967,2016
12,12,3,49,1,70,9,8,0,2,,3,27,1,10,1979,2016
6,6,3,49,1,70,12,9,0,2,,3,27,1,10,1987,2016
1.07,1.07,3,49,1,84,12,9,0,2,0,3,27,1,10,1987,2016
6,6,3,49,1,70,9,9,0,2,,3,27,1,10,1993,2016
,0,1,211,,16,8,,0,1,,1,35,3,10,1991,2016
15,15,3,49,1,41,11,8,0,2,,3,27,1,10,1985,2016
15,15,3,49,1,84,7,6,0,2,,3,27,1,10,1966,2016
51,51,1,211,0,65,9,22,0,1,,1,26,1,10,1980,2016
,0,1,211,0,46,1,12,0,1,1,1,17,4,10,1973,2016
27,27,1,211,1,42,8,32,0,2,,3,27,1,10,1992,2016
24,24,3,40,1,84,12,31,0,2,,3,10,1,10,1987,2016
6,6,3,49,1,84,8,4,0,2,,3,27,1,10,1968,2016
30,30,3,,1,60,8,,0,2,,3,29,1,10,1977,2016
2.86,2.86,3,49,1,84,8,10,0,2,,3,27,1,10,1988,2016
24,24,3,40,1,41,2,8,0,2,,3,27,1,10,1983,2016
106,106,1,211,1,17,7,9,0,1,,2,13,1,10,1994,2016
8,8,3,37,1,70,9,6,0,2,0,3,27,1,10,1988,2016
8,8,3,49,1,41,4,9,0,2,0,3,27,1,10,1979,2016
70,70,1,211,1,17,2,21,0,1,,2,13,1,10,1994,2016
37,37,3,49,1,70,1,8,0,2,,3,27,1,10,1989,2016
60,60,1,211,1,45,4,32,0,1,,1,13,1,10,1990,2016
12.03,12.03,3,37,1,84,3,11,0,2,,3,27,1,10,1990,2016
21,21,1,211,1,42,5,21,0,1,,2,13,1,10,1985,2016
37,37,3,49,1,41,10,6,0,2,,3,27,1,10,1959,2016
21,21,1,211,1,42,12,23,0,1,,2,30,1,10,1981,2016
15,15,1,211,1,84,9,21,0,1,,1,13,1,10,1982,2016
38,38,1,211,1,73,4,34,0,2,,3,6,1,10,1978,2016
15,15,3,49,1,42,3,6,0,2,,3,27,1,10,1965,2016
21,21,3,49,1,41,5,8,0,2,,3,27,1,10,1992,2016
30,30,1,211,1,49,6,12,0,1,,1,10,1,10,1977,2016
180,180,1,211,1,82,9,34,0,0,,1,28,1,10,1955,2016
3.02,3.02,3,49,0,84,8,8,0,2,0,3,10,1,10,1996,2016
33.82,33.82,1,211,1,84,7,32,0,2,,3,10,2,10,1981,2016
12.03,12.03,3,49,1,41,6,9,0,2,,3,27,1,10,1981,2016
6,6,3,49,1,42,6,,0,2,0,3,27,1,10,1977,2016
15,15,3,49,1,42,10,12,0,2,,3,27,1,10,1986,2016
18,18,3,49,1,70,6,10,0,2,,3,27,1,10,1986,2016
12.03,12.03,1,211,0,25,4,12,0,2,,3,24,1,10,1995,2016
1.48,1.48,3,49,1,84,5,6,0,2,0,3,27,1,10,1994,2016
21,21,3,49,1,41,6,3,0,2,,3,27,1,10,1974,2016
,0,1,211,,22,3,,0,1,1,1,35,3,10,1996,2016
1.72,1.72,3,49,1,84,12,4,0,2,0,3,27,1,10,1965,2016
1.85,1.85,3,37,1,84,3,3,0,2,0,3,27,1,10,1979,2016
188,188,1,211,1,49,2,9,0,1,,1,10,1,10,1987,2016
5.76,5.76,3,49,1,70,6,9,0,2,,3,27,1,10,1986,2016
18,18,3,40,1,41,3,6,0,2,,3,27,1,10,1969,2016
0.99,0.99,3,49,1,70,7,6,0,2,0,3,27,1,10,1982,2016
0.66,0.66,3,49,1,84,11,9,0,2,0,3,27,1,10,1991,2016
24,24,1,211,1,36,5,12,0,1,,2,17,1,10,1972,2016
2.2,2.2,3,49,1,84,7,2,0,2,0,3,27,1,10,1991,2016
12.03,12.03,1,211,1,25,7,34,0,1,,1,24,1,10,1959,2016
33,33,3,49,1,41,7,9,0,2,,3,27,1,10,1986,2016
,,1,211,,22,9,,0,0,1,,35,0,10,1968,2016
12,12,3,49,1,42,10,,0,0,,,27,1,10,1979,2016
,0,1,211,0,8,2,34,0,1,1,1,12,4,10,1983,2016
210,210,1,211,1,85,9,21,0,0,,2,4,1,10,1980,2016
24,24,3,49,1,41,7,6,0,2,,3,27,1,10,1986,2016
70,70,1,211,1,42,3,34,0,1,,1,13,1,10,1980,2016
12.03,12.03,1,211,0,66,12,16,0,1,,1,18,1,10,1968,2016
24,24,3,32,1,41,1,12,0,2,,3,27,1,10,1961,2016
60,60,1,211,1,85,2,12,0,0,,2,10,1,10,1963,2016
80,80,1,211,1,75,5,34,0,1,,1,10,1,10,1962,2016
24.03,24.03,1,211,1,60,11,12,0,1,0,2,18,1,10,1987,2016
6,6,1,211,1,42,12,22,0,2,0,3,10,1,10,1993,2016
90,90,1,211,1,17,9,12,0,1,,2,13,1,10,1995,2016
30,30,1,211,1,42,3,12,0,1,,2,10,1,10,1990,2016
120,120,4,49,0,60,10,4,0,2,,3,10,1,10,1985,2016
3.45,3.45,3,49,1,70,4,7,0,2,0,3,27,1,10,1988,2016
13,13,1,211,1,12,8,32,0,2,,3,10,1,10,1987,2016
8,8,3,49,1,70,8,11,0,2,,3,27,1,10,1980,2016
10,10,3,49,1,40,5,31,0,2,,3,27,1,10,1981,2016
13.03,13.03,3,49,1,70,6,9,0,2,,3,27,1,10,1992,2016
3,3,3,49,1,41,7,,0,0,0,,13,1,10,1957,2016
19,19,3,49,1,70,9,6,0,2,,3,27,1,10,1981,2016
21,21,3,49,1,40,8,31,0,2,,3,27,1,10,1985,2016
,0,3,40,1,42,4,,0,2,0,3,27,1,10,1972,2016
46,46,1,211,0,70,1,4,0,2,,3,13,1,10,1994,2016
24,24,3,49,1,84,5,6,0,2,,3,27,1,10,1979,2016
180,180,1,211,1,67,12,21,0,1,,1,10,1,10,1993,2016
4,4,3,49,1,67,1,8,0,2,,3,27,1,10,1991,2016
12.03,12.03,3,49,0,67,4,9,0,2,,3,10,1,10,1987,2016
10.13,10.13,1,211,0,89,5,12,0,1,,1,28,1,10,1992,2016
37,37,1,211,1,54,1,21,0,1,,2,13,1,10,1991,2016
3,3,3,49,1,67,4,6,0,2,0,3,19,1,10,1979,2016
8,8,3,40,1,82,1,2,0,2,,3,27,1,10,1988,2016
9,9,1,211,1,24,9,11,0,1,0,2,10,1,10,1993,2016
24,24,3,40,1,70,5,9,0,2,,3,27,1,10,1983,2016
0.16,0.16,3,49,1,79,3,,0,2,0,3,27,1,10,1982,2016
51,51,2,49,0,70,3,9,0,2,,3,10,1,10,1975,2016
4.79,4.79,3,49,1,54,6,,0,2,0,3,27,1,10,1984,2016
34,34,3,49,1,40,4,12,0,2,,3,27,1,10,1979,2016
18,18,1,211,1,54,2,34,0,1,,2,18,1,10,1985,2016
30.79,30.79,1,211,1,80,8,11,0,1,,2,10,1,10,1971,2016
120,120,1,211,1,77,9,21,0,1,,1,10,1,10,1972,2016
48,48,1,211,1,82,3,12,0,1,,1,13,2,10,1991,2016
37,37,1,211,1,55,8,10,0,1,,1,13,1,10,1988,2016
87,87,3,40,0,22,7,6,0,2,,3,10,1,10,1966,2016
51,51,1,211,1,22,10,34,0,1,,2,18,1,10,1984,2016
360,360,1,211,1,39,3,34,0,1,,1,28,1,10,1969,2016
71,71,1,211,1,20,6,12,0,0,,1,13,1,10,1984,2016
1.76,1.76,3,49,1,84,7,6,0,2,0,3,27,1,10,1986,2016
,0,1,211,1,42,11,12,0,2,1,3,27,4,10,1996,2016
30,30,1,211,1,54,8,10,0,1,,2,10,1,10,1987,2016
37,37,1,211,1,84,10,21,0,1,,1,13,1,10,1975,2016
,0,1,211,1,54,4,21,0,1,,1,13,4,10,1988,2016
51,51,1,211,1,14,12,34,0,1,,1,6,1,10,1984,2016
1.31,1.31,3,37,1,84,1,12,0,2,0,3,27,1,10,1995,2016
5.06,5.06,3,49,1,70,4,6,0,2,0,3,27,1,10,1986,2016
180,180,1,211,1,13,1,11,0,2,,3,13,1,10,1984,2016
45,45,1,211,1,22,9,34,0,1,,2,18,1,10,1981,2016
70,70,1,211,1,54,12,34,0,1,,2,10,1,10,1978,2016
,0,3,49,1,67,5,12,0,2,0,3,18,1,10,1981,2016
1.48,1.48,3,49,1,84,3,32,0,2,0,3,27,1,10,1984,2016
